video_path,video_width,video_height,frame_idx,instance_idx,part_name,predicted,x_pos,y_pos
D:\Downloads\Ant videos\rescaled\Col218_cropped.mp4,1920,1080,14001,1,RMidLeg,True,876.0275268554688,512.9564208984375
D:\Downloads\Ant videos\rescaled\Col218_cropped.mp4,1920,1080,14001,1,RMidFoot,True,948.64306640625,493.35455322265625
D:\Downloads\Ant videos\rescaled\Col218_cropped.mp4,1920,1080,14001,1,LHindLeg,True,907.5951538085938,568.9649047851562
D:\Downloads\Ant videos\rescaled\Col218_cropped.mp4,1920,1080,14001,1,LHindFoot,True,896.3072509765625,513.1265869140625
D:\Downloads\Ant videos\rescaled\Col218_cropped.mp4,1920,1080,14001,1,RHindLeg,True,999.634033203125,504.6242370605469
D:\Downloads\Ant videos\rescaled\Col218_cropped.mp4,1920,1080,14001,2,Head,True,1129.3409423828125,473.02691650390625
D:\Downloads\Ant videos\rescaled\Col218_cropped.mp4,1920,1080,14001,2,Neck,True,1109.4249267578125,496.6169128417969
D:\Downloads\Ant videos\rescaled\Col218_cropped.mp4,1920,1080,14001,2,UpperThorax,True,1096.656982421875,520.8643798828125
D:\Downloads\Ant videos\rescaled\Col218_cropped.mp4,1920,1080,14001,2,LowerThorax,True,1088.6181640625,537.0919189453125
D:\Downloads\Ant videos\rescaled\Col218_cropped.mp4,1920,1080,14001,2,Petiole,True,1088.9794921875,548.7389526367188
D:\Downloads\Ant videos\rescaled\Col218_cropped.mp4,1920,1080,14001,2,Abdomen,True,1092.52392578125,584.1934814453125
D:\Downloads\Ant videos\rescaled\Col218_cropped.mp4,1920,1080,14001,2,LForeLeg,True,1069.1929931640625,488.8385314941406
D:\Downloads\Ant videos\rescaled\Col218_cropped.mp4,1920,1080,14001,2,LForeFoot,True,1064.29833984375,468.21319580078125
D:\Downloads\Ant videos\rescaled\Col218_cropped.mp4,1920,1080,14001,2,RForeLeg,True,1132.2900390625,523.78173828125
D:\Downloads\Ant videos\rescaled\Col218_cropped.mp4,1920,1080,14001,2,RForeFoot,True,1125.4947509765625,500.77490234375
D:\Downloads\Ant videos\rescaled\Col218_cropped.mp4,1920,1080,14001,2,LMidLeg,True,1065.0074462890625,489.06768798828125
D:\Downloads\Ant videos\rescaled\Col218_cropped.mp4,1920,1080,14001,2,LMidFoot,True,1020.7449951171875,524.3787841796875
D:\Downloads\Ant videos\rescaled\Col218_cropped.mp4,1920,1080,14001,2,RMidLeg,True,1128.732421875,536.8467407226562
D:\Downloads\Ant videos\rescaled\Col218_cropped.mp4,1920,1080,14001,2,RMidFoot,True,1173.2667236328125,508.57061767578125
D:\Downloads\Ant videos\rescaled\Col218_cropped.mp4,1920,1080,14001,2,LHindLeg,True,1040.5565185546875,555.8572998046875
D:\Downloads\Ant videos\rescaled\Col218_cropped.mp4,1920,1080,14001,2,LHindFoot,True,1025.387451171875,528.8115844726562
D:\Downloads\Ant videos\rescaled\Col218_cropped.mp4,1920,1080,14001,2,RHindLeg,True,1108.6529541015625,592.17236328125
D:\Downloads\Ant videos\rescaled\Col218_cropped.mp4,1920,1080,14001,3,Head,True,1033.29833984375,627.4658203125
D:\Downloads\Ant videos\rescaled\Col218_cropped.mp4,1920,1080,14001,3,Neck,True,1016.6431884765625,600.3958740234375
D:\Downloads\Ant videos\rescaled\Col218_cropped.mp4,1920,1080,14001,3,UpperThorax,True,993.4811401367188,595.7254028320312
D:\Downloads\Ant videos\rescaled\Col218_cropped.mp4,1920,1080,14001,3,LowerThorax,True,980.90283203125,595.8785400390625
D:\Downloads\Ant videos\rescaled\Col218_cropped.mp4,1920,1080,14001,3,Petiole,True,965.5552978515625,592.08740234375
D:\Downloads\Ant videos\rescaled\Col218_cropped.mp4,1920,1080,14001,3,Abdomen,True,928.6801147460938,584.3426513671875
D:\Downloads\Ant videos\rescaled\Col218_cropped.mp4,1920,1080,14001,3,LForeLeg,True,1016.41064453125,632.0445556640625
D:\Downloads\Ant videos\rescaled\Col218_cropped.mp4,1920,1080,14001,3,LForeFoot,True,1040.9822998046875,592.1719970703125
D:\Downloads\Ant videos\rescaled\Col218_cropped.mp4,1920,1080,14001,3,RForeLeg,True,1012.9600219726562,635.723388671875
D:\Downloads\Ant videos\rescaled\Col218_cropped.mp4,1920,1080,14001,3,RForeFoot,True,1000.7167358398438,672.4886474609375
D:\Downloads\Ant videos\rescaled\Col218_cropped.mp4,1920,1080,14001,3,LMidLeg,True,1008.6192016601562,556.2518920898438
D:\Downloads\Ant videos\rescaled\Col218_cropped.mp4,1920,1080,14001,3,LMidFoot,True,932.5020751953125,543.722900390625
D:\Downloads\Ant videos\rescaled\Col218_cropped.mp4,1920,1080,14001,3,RMidLeg,True,996.8749389648438,651.744140625
D:\Downloads\Ant videos\rescaled\Col218_cropped.mp4,1920,1080,14001,3,RMidFoot,True,1008.97802734375,679.6553955078125
D:\Downloads\Ant videos\rescaled\Col218_cropped.mp4,1920,1080,14001,3,LHindLeg,True,953.1065673828125,552.018798828125
D:\Downloads\Ant videos\rescaled\Col218_cropped.mp4,1920,1080,14001,3,LHindFoot,True,929.2948608398438,544.7578125
D:\Downloads\Ant videos\rescaled\Col218_cropped.mp4,1920,1080,14001,3,RHindLeg,True,920.5595092773438,611.5947265625
D:\Downloads\Ant videos\rescaled\Col218_cropped.mp4,1920,1080,14001,3,RHindFoot,True,929.3157348632812,651.90234375
D:\Downloads\Ant videos\rescaled\Col218_cropped.mp4,1920,1080,14001,4,Head,True,1799.850830078125,545.13525390625
D:\Downloads\Ant videos\rescaled\Col218_cropped.mp4,1920,1080,14001,4,Neck,True,1800.187255859375,572.8563232421875
